0.6592,0.3264,0.6636,0.9998,0,0.4748,0.9995,0.8652
0,0.9989,0.1288,0.9988,0.134,0,0.193,0.9994
0.9985,0.9993,0.7272,0.9979,0.9990,0,0,0.8004
0,0,0,0.9978,0.6634,0.402,0,0.471
0.9986,0,0,0.9996,0,0.4718,0.0608,0
0.9998,0.9969,0.9990,0.4698,0.6642,0,0.1332,0
0.9959,0.9984,0.9978,0.0696,0.6626,0.9985,0.6662,0.069
0.9989,0,0,0.9981,0,0.135,0.2062,0.4652
