15,10,15,34,0,12,24,18
1,21,7,49,7,0,8,20
46,54,16,33,22,1,0,17
0,1,0,23,15,11,5,12
28,3,1,35,4,12,6,5
32,48,26,12,15,0,7,0
46,24,38,6,15,22,15,6
24,5,3,24,3,7,8,12
