47,38,16,19,9,45,0,21,31,28,0,67
20,26,0,16,17,0,33,35,2,0,0,11
0,32,20,4,43,5,13,7,43,7,0,31
26,39,17,27,25,44,81,0,17,33,15,24
21,50,34,19,5,3,35,0,33,23,8,45
35,43,25,40,27,15,16,38,19,42,4,70
13,43,16,23,34,45,0,43,48,30,9,27
15,41,7,36,43,8,29,29,3,0,35,2
1,25,49,35,55,0,29,35,0,30,18,18
54,0,15,16,52,5,55,39,22,19,7,0
