10,23,8,18,19,9,3,3,25,30
2,26,27,22,14,6,6,5,8,9
13,2,25,9,7,18,29,2,16,9
8,27,29,27,4,12,11,28,30,15
20,8,8,9,7,3,24,9,21,6
27,9,17,4,13,1,17,7,20,2
29,29,25,26,27,13,12,4,7,3
20,3,17,29,22,26,6,29,20,2
20,8,8,9,7,3,24,9,21,6
29,19,9,10,2,2,14,12,11,11
22,11,23,7,19,14,19,12,21,10
9,22,10,24,9,6,4,7,10,1
